id;type;x;y;dist;mag;spec
HD 111631;pm;192.6815;-0.7681;32.88;8.5;M0V
BD+16 2708B;dbl*;223.6226;16.1024;32.89;~;M8.5
L 23-30;pm;311.6544;-81.7205;32.92;~;M3e
SCR J0821-6703;wd;125.3613;-67.0556;32.94;15.3;DA10.0
TVLM 513-46;low;225.2841;22.8339;33.12;15.1;M8.5V
Ross 868;ev;259.9759;26.5009;33.18;11.3;M3.5V
Ross 867;ev;259.9707;26.5007;33.19;~;M4.5V
V* V857 Cen;ev;172.9438;-41.0464;33.20;11.5;M3.5
HD 13445;pm;32.608;-50.8237;33.21;6.1;K1.5V
V* EW Dra;by;244.1888;67.2562;33.22;~;M3.0Ve
RX J1214.1-2345;pm;183.5362;-23.7547;33.22;14.0;M4.5
HD 147379;pm;244.1781;67.2388;33.22;~;M1-Ve
CD-23 9765;pm;167.3806;-24.5986;33.25;10.4;M2V
SCR J2009-0113;pm;302.326;-1.2273;33.30;14.5;M5.0V
HD 13445B;wd;32.6088;-50.824;33.32;~;DQ6
Ross 145;pm;280.496;31.8305;33.32;13.1;M2V
2MASSI J0825196+211552;bd;126.3317;21.2643;33.32;~;L7.5V
HD 223778B;pm;358.1038;75.5445;33.34;11.7;M2:
L 763-63;low;209.7934;-19.8343;33.37;12.9;M4.5V
EGGR 473;wd;42.1518;54.3896;33.53;~;DAZ9
L 513-23;pm;39.9613;-34.1327;33.54;11.7;M3
EGGR 381;wd;3.0614;50.4224;33.55;~;DA7.6
2MASS J07584037+3247245;bd;119.6681;32.79;33.57;~;T0.0+T3.5
Wolf 1478;pm;217.7548;-12.2961;33.58;11.9;dM3.5
Ross 594;by;67.6054;39.8498;33.60;14.0;M5V
LP 760-3;ev;337.2265;-13.4221;33.60;17.1;M6.5V
L 34-26;low;117.3028;-76.7019;33.60;11.3;M3Ve
LP 229-17;low;278.6527;40.124;33.61;~;M4V
HD 223778;dbl*;358.1059;75.5445;33.62;~;K3V
LP 847-48;pm;148.8494;-27.2613;33.64;12.1;M3V
* del Tri;dbl*;34.2635;34.2242;33.67;~;G0.5VFe-0.5
BD+10 1032;dbl;92.7283;10.3181;33.67;10.4;M2.5V
G 250-29;dbl;103.5182;60.8717;33.68;~;M3.0Ve
G 239-25;pm;220.5899;66.0558;33.73;10.7;M3V
V* V816 Her;ev;280.6874;13.9046;33.74;12.9;M5V
2MASS J15345704-1418486;low;233.7372;-14.3137;33.75;~;M8.6V
BD+36 2393;pm;204.3699;35.7178;33.76;~;K7.5Ve
G 239-25B;bd;220.5919;66.0555;33.78;16.0;L0
V* DN Dra;wd;252.1068;59.0563;33.78;12.2;DA4.0
LP 851-346;pm;178.9285;-22.4163;33.81;~;M7.5V
LP 271-25;low;217.1801;33.1776;33.85;~;M9Ve
CD-45 1184;pm;53.2327;-44.7019;33.85;11.5;M2.5V
LP 853-12;pm;189.9018;-26.9697;33.87;~;~
HD 115404;pm;199.2127;17.0172;33.90;6.7;K2V
L 750-52;pm;146.1973;-18.2136;33.91;12.5;M3.5Ve
HD 115404B;pm;199.2148;17.0166;33.93;~;M0.5V
HD 160346;dbl*;264.8205;3.5552;33.94;6.5;K3-V
* bet Vir;pm;177.6738;1.7647;33.95;3.6;F9V
2MASS J15354167+2225254;Star;233.9237;22.4238;33.99;~;~
CD-51 5974;pm;175.8326;-51.8405;34.01;10.4;M1
Ross 1003;pm;175.436;42.752;34.02;13.8;M4.0Ve
EGGR 148;wd;325.6709;20.9995;34.08;~;DQ6
Wolf 1561 A;ev;334.3291;-8.8034;34.10;~;M4V
HD 11507;ev;28.2049;-22.4349;34.13;8.9;M0V
LP 993-115;pm;41.2947;-43.7422;34.22;12.3;M4
CD-56 1032A;ev;73.38;-55.8603;34.22;10.8;M3Ve
CD-56 1032B;ev;73.3773;-55.8588;34.23;13.9;M4Ve
HD 166620;pm;272.4059;38.4578;34.24;6.4;K2V
LSR J1826+3014;low;276.5458;30.2386;34.25;19.4;M8.5V
OGLE BLG-ECL-216148;ecl;269.5233;-34.4658;34.27;19.3;~
* 54 Psc;pm;9.8409;21.2505;34.28;5.9;K0.5V
HD 176029;pm;284.5006;5.9081;34.28;9.2;M1.0Ve
G 218-20;ev;15.4979;54.1827;34.28;~;M5
SCR J0838-5855;pm;129.509;-58.9329;34.29;17.2;M6e
MCC 188;dbl*;283.8642;8.4025;34.32;10.2;M3Ve
SCR J0717-0501;pm;109.3212;-5.0177;34.35;13.2;M3.5V
Wolf 1561 B;pm;334.3279;-8.8054;34.39;~;M5V
* tet Per;pm;41.0499;49.2284;34.41;4.1;F8V
BD+47 2112A;pm;210.6381;46.3399;34.44;~;M2V
BD+47 2112B;pm;210.6387;46.3409;34.46;~;M2.5V
UPM J0812-3529;pm;123.1128;-35.4954;34.47;14.5;~
* tet Per B;pm;41.0428;49.2317;34.53;9.9;M1.5V
L 380-8;pm;92.7203;-43.4049;34.53;12.2;M4e
HD 74576;pm;130.8251;-38.8824;34.53;6.6;K3V
L 762-51;pm;206.4613;-17.9682;34.54;11.9;dM3.5
L 136-37;pm;110.2168;-62.1699;34.59;12.4;M3
BD-11 916;pm;69.4244;-11.0389;34.60;10.3;M1V
Ross 508;pm;230.9631;17.466;34.62;~;M4.92
EGGR 248;wd;87.8312;-0.1725;34.63;14.6;DQ8P
LSPM J0840+3127;pm;130.0666;31.4519;34.64;~;M3.5Ve
HD 28343;ev;67.2505;21.9227;34.65;8.3;M0.5V
2MASS J07003664+3157266;bd;105.153;31.9571;34.66;~;L3+L6.5
* 11 LMi;rs;143.9146;35.8101;34.67;5.3;G8Va
2MASS J19251275+0700362;bd;291.3032;7.0101;34.67;~;L7
* 11 LMi B;pm;143.9164;35.811;34.68;13.0;M5V
* gam Ser;pm;239.1133;15.6616;34.73;3.8;F6V
G 180-60;ev;247.8283;40.8644;34.74;~;M6V
G 107-69;pm;112.6782;48.1996;34.78;~;M4V
2MASS J16452211-1319516;bd;251.3421;-13.3312;34.79;~;L1.5
LP 625-34;ev;250.0249;0.7052;34.79;~;M5V
HD 85512;pm;147.7794;-43.5028;34.80;7.7;K6Vk:
PM J17189-4131;pm;259.7273;-41.5278;34.82;15.9;M6
HD 38;dbl;1.4209;45.8121;34.89;8.2;K6V+M0.5V
PM J19515-3510B;pm;297.8999;-35.1772;34.90;~;~
G 3-14;pm;25.8341;4.3217;34.94;10.9;M2V
LP 938-71;low;15.7127;-37.6288;34.95;18.6;M8.0V
PM J19515-3510A;pm;297.8993;-35.1771;34.98;~;~
G 204-58;pm;274.5176;38.7757;35.06;11.9;M3V
G 204-57;pm;274.5142;38.7762;35.07;13.5;M4V
LSR J0539+4038;pm;84.8534;40.6452;35.07;17.0;M8.0Ve
Ross 52;dbl;223.4642;23.5558;35.09;11.7;M3V
* eta Boo;dbl*;208.6712;18.3977;35.16;2.7;G0IV
LP 838-16;pm;91.9322;-25.7449;35.18;11.9;M3
WOH G 618;pm;88.3602;-71.5638;35.19;16.9;M6.0
G 34-23;dbl;20.543;22.1508;35.22;~;M4.0V
V* V2689 Ori;rs;84.1291;11.3279;35.25;8.9;K6V
Ross 52A;pm;223.4642;23.5558;35.26;~;~
HD 222237;pm;354.9058;-72.7222;35.32;7.1;K3+V
PM J05366+1117;pm;84.1603;11.2969;35.33;12.6;M4.0V
V* OT Ser;pm;230.4706;20.9778;35.34;10.0;M1.0V
G 250-31B;pm;104.4872;62.3217;35.37;~;M5V
G 201-27;ev;224.4739;56.6568;35.38;~;M5.5V
UCAC2 16493854;pm;288.1636;-36.249;35.43;~;~
G 250-31A;pm;104.4881;62.3221;35.45;~;M6V
RX J0713.1-0511;pm;108.2968;-5.1968;35.46;11.2;M3Ve
PM J00156+4735;pm;3.9127;47.5894;35.47;11.0;~
L 802-6;pm;44.5426;-12.885;35.48;12.7;sdM3.0
BD+44 4548;pm;1.2954;45.7866;35.50;~;M2Ve
BD+13 2618;ev;195.194;12.3757;35.51;9.8;M0V
LP 732-35;pm;172.7849;-14.9559;35.51;14.2;M5
PM J21472-0444;pm;326.8227;-4.7446;35.52;14.3;M4.0V
HD 38B;pm;1.4208;45.8104;35.54;9.0;M0.5V
2MASS J12462965-3139280;bd;191.6236;-31.6579;35.54;~;T1
HD 38A;dbl*;1.4209;45.8121;35.55;8.8;K6V
Ross 119;ev;178.5329;9.8063;35.56;12.9;M4.0V
MCC 568;dbl;153.0195;-2.6848;35.61;10.6;M2.5V
Ross 85;pm;145.2932;13.2096;35.62;10.4;M2.5V
V* CC Eri;by;38.594;-43.7964;35.63;8.9;K7V
CD-60 7821;pm;329.8946;-59.7528;35.65;9.7;M2V
SSSPM J1358-3938;pm;209.5225;-39.632;35.66;~;M3.5
LAWD 79;wd;299.1218;-1.0424;35.69;13.6;DA6.4
HD 75632A;dbl*;133.8533;70.7943;35.73;8.8;M1V
HD 75632B;pm;133.8538;70.7939;35.75;8.9;M1V
2MASS J02511490-0352459;bd;42.8125;-3.88;35.76;~;L3
Ross 52B;pm;223.4647;23.5557;35.77;~;~
2MASSW J2224438-015852;bd;336.1827;-1.9815;35.82;~;L4.5V
SCR J1855-6914;pm;283.9495;-69.2375;35.82;16.6;M6e
Wolf 230;dbl;76.9554;17.9827;35.84;~;M2V
V* DE Boo;rs;223.349;19.1528;35.88;~;K0.5V
L 308-57;pm;95.2778;-49.0939;35.92;13.3;~
G 41-8;dbl;134.0814;12.6638;35.96;14.5;M6V
LSR J0602+3910;bd;90.6269;39.1829;35.98;~;L1V
CD-56 5362;pm;213.3036;-56.7421;36.00;10.2;M2V:
L 43-72 B;pm;272.8142;-78.9898;36.00;~;~
LSR J2000+3057;pm;300.0237;30.9589;36.02;15.6;M6Ve
L 43-72 A;pm;272.8134;-78.9897;36.03;~;~
HD 99279B;pm;171.1645;-61.6484;36.04;8.6;K7-V(k)
SSSPM J0829-1309;bd;127.1424;-13.1555;36.05;~;L2
CD-57 1079;pm;76.4474;-57.5538;36.08;8.9;K7Vk
* zet Dor;pm;76.3777;-57.4727;36.08;4.7;F9VFe-0.5
L 623-94;pm;230.5541;-27.8285;36.10;13.3;M3:
CD-35 2213;low;79.3454;-35.3652;36.11;11.7;M4Ve
BD+45 2247B;pm;225.2315;45.4258;36.12;~;~
2MASSW J1506544+132106;bd;226.7264;13.3517;36.12;~;L3
BD+45 2247;pm;225.2315;45.4263;36.13;~;M0V
Ross 271;pm;332.8754;18.4262;36.13;10.2;M2V
G 112-21;pm;112.1893;-3.2981;36.21;11.5;M3V
L 127-97;pm;43.0924;-63.6798;36.25;11.4;M2.5
CD-28 302;dbl*;14.6164;-27.8571;36.31;11.8;M3V
LP 756-19;dbl*;313.9073;-14.0356;36.36;12.5;M4V
BD-05 1737;pm;100.0583;-5.8732;36.39;10.2;M2
2MASS J11553952-3727350;bd;178.9147;-37.4599;36.42;~;L2e
G 234-5;pm;113.6143;62.9415;36.43;~;M0V
HD 125072;pm;214.7701;-59.379;36.47;6.7;K3IV
Wolf 918;pm;317.3226;-13.3025;36.54;10.9;M1V
2MASS J14252798-3650229;bd;216.3666;-36.8398;36.55;~;L4
G 245-40;dbl;30.4757;73.5421;36.56;14.1;M4.5Ve
L 645-74;pm;339.6028;-29.3539;36.57;11.0;M2
L 645-73;pm;339.606;-29.3568;36.57;13.6;M3.5
G 236-1;pm;145.6452;70.0339;36.59;10.6;M2.5V
WT 392;pm;198.2889;-41.511;36.60;~;M5
EGGR 438;wd;207.0125;23.5796;36.60;~;DC9
G 236-2;ev;145.7155;70.0394;36.60;~;M3.5V
* del Cap;ecl;326.7602;-16.1273;36.62;2.8;kA5hF0mF2III
EGGR 375;wd;289.7443;38.7226;36.63;~;DC7
LP 380-6;pm;207.0559;23.6135;36.64;~;M5V
G 123-45;pm;189.1193;35.2002;36.64;~;M4.5V
HD 97101;pm;167.7715;30.446;36.66;~;K7V
HD 97101B;pm;167.7606;30.4448;36.67;10.0;M2V
G 244-47;pm;30.3973;63.77;36.71;~;M2.5Ve
LP 276-22;pm;251.6314;34.582;36.73;~;M6.0V
* iot Peg;dbl*;331.7528;25.3451;36.73;3.8;F5V
LP 415-302;pm;69.8818;16.2619;36.74;15.7;M5.5Ve
Ross 46;pm;83.7171;13.8796;36.75;~;M3V
PM J22403-4931B;pm;340.079;-49.517;36.76;~;~
* lam Ser;pm;236.6109;7.3531;36.77;4.4;G0-V
G 109-55;pm;109.0824;27.1425;36.79;~;M3V
PM J22403-4931A;pm;340.0779;-49.5179;36.80;14.4;M5.5
G 184-31;pm;282.4769;18.6746;36.83;~;M4.5V
V* DS Leo;by;165.6598;21.9671;36.84;9.6;M1.0V
L 736-30;pm;73.4582;-17.7734;36.87;10.9;M3V
PM J09218-0219;pm;140.4505;-2.3287;36.88;12.1;M2.5V
L 504-27;pm;354.2179;-36.481;36.88;13.7;M4
BD+47 612;pm;35.561;47.88;36.88;~;M0V
LSPM J1731+2721;bd;262.8739;27.3565;36.89;~;L0
** BUG 5A;low;256.8476;-5.9737;36.92;~;M9Ve
V* VV Lyn B;pm;112.9903;36.219;36.94;~;~
G 148-48;pm;185.3627;30.6432;36.95;~;M5
G 208-42;ev;297.7888;46.4834;36.96;~;M4.0V
G 148-47;pm;185.3614;30.6438;36.97;~;M4.5e
Ross 989;by;112.9888;36.2298;37.00;11.7;M4.0V
V* VV Lyn A;pm;112.9905;36.2195;37.01;~;~
WT 2458;low;146.4935;-32.8917;37.07;14.1;M4.5
* gam Vir;pm;190.4151;-1.4494;37.09;2.7;F1-F2V
Ross 149;pm;279.0801;13.6073;37.11;12.5;M4V
Wolf 654;pm;257.8948;38.4428;37.15;~;M4V
* zet02 Ret;dbl;49.5534;-62.5064;37.15;5.2;G1V
* zet01 Ret;pm;49.4423;-62.5753;37.17;5.5;G2.5VHdel1
SCR J1746-3214;pm;266.6694;-32.2346;37.19;~;~
G 247-15;ev;63.0709;64.7321;37.22;~;M4
BD+44 3567;pm;311.2671;44.4991;37.23;10.7;M2V
* zet TrA;dbl*;247.1173;-70.0844;37.24;4.9;F9V
L 570-29;pm;324.6819;-33.6653;37.32;12.6;M4
G 221-5;pm;47.7429;73.7721;37.33;~;M6
HD 99279A;pm;171.1683;-61.6476;37.39;7.5;K5-V
SCR J0914-4134;pm;138.5726;-41.5772;37.42;15.0;~
LP 335-12;low;279.8878;29.8712;37.47;18.2;M6.5Ve
L 362-29 B;bd;1.1453;-40.7351;37.47;~;L5+L5
G 85-52;pm;78.1759;19.6657;37.49;10.7;M0V
HD 72673;pm;128.2146;-31.5009;37.54;6.4;K1V
G 32-5;pm;3.9552;13.5562;37.54;12.6;M4V
L 425-35;ev;322.6986;-40.7082;37.59;13.2;M4V
G 177-25;low;197.5526;47.7552;37.61;~;M5.0V
2MASS J06244595-4521548;bd;96.1914;-45.3652;37.62;~;L6.5
WT 1827;dbl;160.7619;-9.2113;37.63;15.1;M5.5V
G 139-12;dbl;256.9202;7.3685;37.63;~;M5V
L 18-22;pm;185.1403;-82.4327;37.75;12.2;M4
G 181-39;pm;259.9696;41.7138;37.75;~;M2V
G 182-36;pm;270.6928;37.5175;37.75;~;dM5.0
L 228-92;pm;54.733;-52.5696;37.81;14.4;M4.5
LP 292-67;pm;5.1225;33.0851;37.83;~;M5.5V
LP 734-32;pm;182.5233;-15.0714;37.83;12.1;dM3.5
LAWD 34;wd;164.3964;-7.5231;37.86;14.3;DC
HD 37394;by;85.3347;53.4811;37.86;6.2;K1
HD 233153;pm;85.378;53.4898;37.88;~;M1.0V
LP 35-347;pm;126.4701;69.0336;37.92;~;M7V
G 234-53;pm;135.7203;68.0629;37.93;12.6;M4.0Ve
2MASS J09205549+4539058;bd;140.2312;45.6514;37.96;~;L9.5
L 89-27;pm;31.8469;-66.5699;37.96;11.6;M2
L 362-29;pm;1.1518;-40.7341;37.99;12.8;M4V
Ross 567;pm;58.2935;62.5689;38.00;~;M3.0Ve
G 75-35;pm;40.3131;-4.5383;38.00;13.8;M4.5V
* 85 Peg;dbl*;0.5431;27.0818;38.01;5.8;G5VbFe-2
2MASS J18000116-1559235;bd;270.0049;-15.99;38.03;~;L4.5
L 85-31;pm;358.3551;-70.9448;38.03;13.0;M3.5
HD 196877;pm;310.5783;-52.6993;38.08;8.8;K7V
Ross 92;pm;145.2586;22.0245;38.08;~;M4
HD 175224B;pm;284.377;-55.9911;38.09;10.1;K7Ve
HD 175224A;pm;284.3775;-55.9919;38.09;9.8;K5Ve
LSPM J0746+2000;bd;116.6771;20.0089;38.14;~;L0+L1.5
UCAC4 414-032626;pm;111.809;-7.3103;38.16;15.0;~
G 139-29;pm;259.4337;11.6701;38.17;~;M5V
* bet TrA;pm;238.7857;-63.4307;38.19;2.9;F1V
G 70-28;pm;15.2349;-4.449;38.19;13.3;M4.0V
Wolf 940;pm;326.6684;-0.1733;38.22;12.7;dM4.0
2MASS J04390101-2353083;bd;69.7542;-23.8857;38.22;~;L4.5
2MASS J08300825+4828482;bd;127.534;48.4799;38.27;~;L9.5
Wolf 1539;pm;73.0239;6.4766;38.30;12.0;M2V
L 601-78 A;pm;118.7281;-29.349;38.34;~;~
L 489-58;pm;283.4163;-38.6123;38.37;~;M3.5V
LEHPM 5031;pm;340.4974;-75.0092;38.38;~;M5.5
2MASS J04013766+2849529;bd;60.4066;28.8313;38.39;~;L3
V* DY Psc;by;6.1026;-1.9722;38.41;19.4;M9.5V
L 87-10;pm;16.029;-65.3742;38.41;14.0;M4
G 86-28;pm;77.6647;29.78;38.41;~;M3.0Ve
SCR J0754-3809;pm;118.7285;-38.1605;38.45;15.5;~
TRAPPIST-1;low;346.6224;-5.0414;38.47;18.8;M7.5e
LP 756-18;pm;313.9046;-14.0652;38.47;14.6;M4.5V
G 207-19;pm;287.1247;32.281;38.48;~;M3V
L 22-69;pm;290.2266;-82.5545;38.52;12.7;M3.5V
G 205-35;ev;280.4058;39.7034;38.52;~;M4
L 601-78 B;pm;118.7286;-29.3489;38.52;~;~
G 7-4;pm;56.837;8.6964;38.54;~;M5V
LP 649-72;pm;33.5523;-3.9621;38.54;~;M5.5V
HD 21531;dbl*;51.9684;-19.8045;38.55;8.4;K5V
PM J07199+8404;pm;109.9919;84.0773;38.56;11.9;M2.5Ve
L 211-59;pm;315.8081;-56.9634;38.56;12.8;M4V
LP 888-18;pm;52.8761;-30.7108;38.60;18.9;M7.5V
SCR J1841-4347;pm;280.2909;-43.7924;38.60;16.5;~
G 69-47;dbl*;16.4068;28.4927;38.61;~;M5.42
VB 24 A;pm;235.0151;43.4942;38.64;~;M3V
VB 24 B;pm;235.0159;43.4931;38.65;13.8;M4
UCAC4 767-032810;Star;72.2757;63.2862;38.70;12.7;~
* rho01 Cnc B;pm;133.1703;28.3163;38.74;~;M4.5V
* lam Aur;pm;79.7853;40.0991;38.76;4.7;G1.5IV-VFe-1
SIPS J0921-2104;bd;140.3088;-21.079;38.78;~;L1
HD 69830;pm;124.5998;-12.6322;38.82;6.0;G8:V
G 76-62;pm;47.2507;10.0238;38.84;14.9;M5.04
* rho01 Cnc;pm;133.1492;28.3308;38.84;~;K0IV-V
L 207-41;pm;282.4634;-57.4468;38.85;12.7;M4
L 320-124;pm;153.7157;-47.1567;38.90;~;M4
LAWD 10;wd;24.4975;-4.9957;38.94;12.8;DA+D1
BD+27 4120B;pm;324.5019;27.7244;38.95;~;~
1RXS J063531.2-040314;dbl;98.8744;-4.0551;38.98;14.6;M5.5V
G 85-19;pm;72.7122;22.1226;39.04;15.2;M5V
SIPS J0539-0059;bd;84.9667;-0.9837;39.09;~;L5V
Wolf 1056;pm;9.746;30.6162;39.11;~;M2.5V
HD 304043;pm;169.0009;-57.5477;39.11;11.5;M3.5
PM J22114+4059;pm;332.8507;40.9996;39.12;15.1;M5.5V
HD 190007;by;300.696;3.3262;39.23;~;K5V
PM J23306-8455;pm;352.6591;-84.9219;39.25;14.4;~
G 236-34;dbl*;158.8624;69.4496;39.27;~;M4V
LP 560-35;pm;218.0354;8.192;39.28;~;M6V
2MASS J05233822-1403022;bd;80.9093;-14.0506;39.29;~;L2.5
* gam Vir B;pec;190.4148;-1.4494;39.30;3.5;F0mF2V
L 21-3;pm;262.3638;-80.1493;39.30;12.1;M4e
2MASS J01443536-0716142;bd;26.1475;-7.2706;39.31;~;L6.5
L 758-108;pm;182.799;-19.9606;39.32;11.7;dM3.0
L 758-107;pm;182.8206;-19.9727;39.33;12.6;M2.5V
SCR J0246-7024;pm;41.5094;-70.4017;39.36;14.9;~
HD 104304;pm;180.1853;-10.4461;39.39;5.6;G8IV
Wolf 398;pm;172.2344;10.1776;39.41;~;M4V
CD-52 7989;pm;257.7465;-52.5155;39.43;10.0;M1V
HD 101581;pm;175.2603;-44.4052;39.45;7.8;K4.5Vk:
HD 82106;pm;142.4784;5.6551;39.46;7.2;K3V
HD 158633;pm;261.2504;67.3067;39.47;~;K0
BD-09 3070;pm;156.2952;-10.2287;39.47;10.1;M1V
MCC 499;pm;113.8412;54.8497;39.48;11.3;M2.5Ve
CD-32 828;pm;33.4734;-32.0412;39.50;10.3;M2Vk
* i Boo B;dbl*;225.948;47.6545;39.52;6.0;G9:
L 217-28;pm;2.0724;-57.098;39.52;12.1;M4V
G 269-106;pm;17.0762;-28.8057;39.58;13.4;M3
G 25-8;pm;313.3878;10.6173;39.59;~;M5V
HD 14412;pm;34.7438;-25.9457;39.60;6.3;G8V
G 164-47;ev;197.3957;28.9851;39.61;14.1;M4.8V
L 115-22;pm;301.0081;-65.5995;39.63;~;M3.5
L 115-21;pm;301.0198;-65.6003;39.66;11.3;M5V
PM J14223-7023;pm;215.5811;-70.3936;39.68;15.2;M5
G 259-15;pm;262.8217;82.0889;39.69;~;M4
UCAC4 258-045223;pm;145.8748;-38.5656;39.70;~;~
L 46-96;pm;307.0155;-76.6711;39.71;13.8;M4.5
LAWD 73;wd;285.0427;70.6643;39.73;~;DAP4.5
L 186-67;low;125.6976;-57.448;39.75;~;M4.5
HD 147513;pm;246.0054;-39.193;39.78;5.4;G5V
LP 779-34;pm;93.7999;-16.4376;39.80;~;M4.0V
UPM J1055-7356;pm;163.8138;-73.9359;39.82;~;M7
G 130-3;ev;355.7198;30.8227;39.82;~;M5V
LSPM J2302+4338;pm;345.7187;43.6377;39.83;~;M4.0V
CD-38 10980;wd;245.891;-39.2295;39.84;11.0;DA2
BD+18 2776;pm;206.2712;17.7854;39.85;9.8;M1V
L 715-89;pm;330.5033;-19.4831;39.85;12.0;dM3.5
L 186-66;pm;125.6995;-57.4459;39.85;~;~
* 36 UMa B;pm;157.6055;55.9991;39.86;~;K7Ve
LP 791-3;pm;161.1217;-18.6353;39.87;14.5;~
G 138-38;wd;248.1382;8.8563;39.89;~;DA8
HD 36003;pm;82.1087;-3.4996;39.89;7.6;K5V
HD 40307;pm;88.5177;-60.0235;39.90;7.1;K2.5V
LP 795-15;pm;186.3834;-15.9949;39.93;15.3;M5.5
* 36 UMa;pm;157.6566;55.9805;39.94;~;F8V
* i Boo A;pm;225.9468;47.654;39.95;5.1;F5V
Ross 42;ev;83.0611;9.8208;40.00;11.5;M4Ve
LP 658-44;pm;85.5529;-5.4654;40.03;15.4;M5.0V
BD+08 4887;pm;338.2593;9.378;40.06;10.4;M0V
G 234-37;pm;128.9543;68.0692;40.11;~;M3.0Ve
G 65-49;pm;216.2333;8.8876;40.19;12.3;M3V
HD 172051;dbl;279.7225;-21.0519;40.21;5.9;G6V
HD 27274;pm;63.9871;-53.3098;40.25;7.6;K4.5Vk:
UCAC4 317-104829;pm;256.6723;-26.7263;40.25;15.4;~
G 166-49;pm;222.7933;31.1112;40.26;12.5;M4.0V
LP 653-13;pm;53.9109;-8.4897;40.28;15.9;M5.5V
Wolf 1473;dbl*;266.6222;-8.7101;40.32;12.8;M3.5
LSPM J1524+2925;low;231.1032;29.4254;40.35;~;M7.5V
UPM J1951-3100;pm;297.9183;-31.0062;40.37;12.3;~
LP 12-382;pm;7.7021;77.7093;40.39;~;~
G 253-6;ev;118.9747;83.3847;40.40;~;M5.0V
L 194-11;pm;187.3939;-55.9936;40.41;13.3;M4V
G 39-29B;pm;69.5524;28.2168;40.44;~;M4.5
Ross 15;ev;29.848;58.5211;40.45;12.2;M4Ve
G 50-12;ev;119.5379;7.2837;40.45;~;M5V
BD+27 4120A;dbl;324.5016;27.7237;40.46;10.0;~
HD 98712B;pm;170.3608;-20.4526;40.50;11.0;M2.5Ve
BD-11 2741;pm;147.7902;-12.3299;40.51;10.0;dM0.5
HD 211970;pm;335.5675;-54.5606;40.52;9.0;K7Vk:
G 172-30;pm;14.2612;45.0861;40.54;12.0;M3.0Ve
BD-17 6785;pm;354.534;-16.2362;40.55;11.3;M2V
G 161-71;low;146.2258;-12.3484;40.57;13.6;M5.0V
G 195-57;pm;152.3749;51.2888;40.59;~;M4.65
CD-55 1514;pm;99.9068;-55.6097;40.63;9.9;M0Vk:
Ross 10;pm;24.5901;57.2325;40.66;11.3;M2.5Ve
Ross 486A;pm;202.0878;-2.3603;40.67;11.3;dM3.0
HD 170657;pm;277.829;-18.9088;40.68;6.8;K2V
CD-53 570;pm;42.5406;-53.139;40.75;10.7;M1.5
HD 166348;pm;273.0891;-43.4448;40.76;8.4;M0V
HD 29697;by;70.3286;20.9015;40.77;8.0;K4V
2MASS J18242359-0536488;pm;276.0983;-5.6137;40.78;~;~
G 39-29A;pm;69.5527;28.2166;40.78;~;M4.0
2MASS J05002100+0330501;bd;75.0875;3.5139;40.81;~;L4pec
Ross 28;dbl;63.2451;52.6117;40.81;~;M4.0Ve
G 154-43;pm;270.9002;-18.9806;40.81;14.1;M5.0V
Ross 486B;pm;202.0896;-2.3589;40.82;13.7;M4
LP 500-35;pm;217.0173;13.937;40.82;17.7;M7V
BD+57 2735;pm;351.1271;57.8543;40.83;~;M1.5Ve
HD 128165;pm;218.3703;52.9088;40.83;~;K3
* 58 Eri;by;71.9012;-16.9345;40.85;5.5;G2.5IV-V
LP 912-33;pm;209.3044;-29.3739;40.87;12.5;M3
G 44-42;pm;163.0177;13.9976;40.87;12.7;M4V
LP 21-224;pm;208.4116;77.6189;40.88;~;M4.0V
2MASS J11220826-3512363;bd;170.5344;-35.2102;40.90;~;T2
SSSPM J0306-3648;pm;46.5483;-36.798;40.91;19.2;M8.7V
LP 255-11;ev;105.8465;34.6976;40.95;~;M4.0V
HD 214749;pm;340.1808;-29.6745;40.96;7.8;K4.5Vk
BD-07 4156;pm;239.9724;-8.2532;40.98;10.5;M1V
G 23-24;pm;300.9625;5.9956;41.00;~;M2.5Ve
LP 801-9;wd;221.8556;-17.7044;41.04;16.5;DC10
G 96-29B;pm;79.3498;45.8387;41.04;13.7;M4:
LP 357-56;pm;58.6926;24.2735;41.15;~;~
G 96-29;pm;79.3494;45.8397;41.17;~;M2.5V
WT 765;wd;315.2717;-49.1067;41.17;15.4;DA
SCR J0128-1458;Star;22.1646;-14.968;41.20;13.6;~
V* CW UMa;ev;167.9656;33.5365;41.21;~;M3.5V
LP 890-27;pm;66.636;-30.8005;41.22;14.1;M4.5
BD+46 1889;dbl;204.8504;46.1865;41.25;~;M1.0V
G 155-29;dbl;279.6864;-14.4906;41.26;11.2;M2.5
G 124-27;pm;215.313;-1.1222;41.27;13.0;M4
G 31-53;pm;7.1644;-6.6637;41.30;12.2;dM4.0
L 294-112;pm;28.2149;-48.0948;41.30;~;M4.5
CD-31 908;ev;34.1463;-30.9687;41.34;13.2;M4
L 750-42;low;145.9423;-17.7851;41.37;13.2;sdM3
CD-31 909;ev;34.1717;-30.9884;41.38;12.0;M3Ve
WT 766;pm;315.2809;-49.1236;41.44;13.3;M4.5
G 62-28;dbl;199.5072;2.2339;41.45;13.0;M3.5Ve
EUVE J0625-60.0;pm;96.4837;-60.0575;41.46;12.3;M5Ve
